"AMGR","AMMA","ANBO","PSRE","RAAU","RACA","TAGR"
0,0.934204230276738,0,1.06580226393677,0,0.828068260044194,1.35544517272294
0,0,0,1.08088989915752,0,0.980845410264957,0.845240033985919
0,0,0,0,0,0,0
0,0,0,0,0,0.489752031670002,3.70374206862962
0,0,0,0,0,0,0
0,0,0,0,0,0,0.78942467738447
0,0,0,0,0,0,0
