"AMGR","AMMA","ANBO","PSRE","RAAU","RACA","TAGR"
0,0,0,0,0.224098072032623,-0.210754898615486,0.371218734012802
0,0,0,0,0,0,0
0,0,0,0.222597818711447,0,0,0
0,0,0.222597818711447,0,0.411372567482867,-0.273312459540862,0.392247921975412
0.224098072032623,0,0,0.411372567482867,0,-0.460768042998232,0.40532956396413
-0.210754898615486,0,0,-0.273312459540862,-0.460768042998232,0,-0.293684053421477
0.371218734012802,0,0,0.392247921975412,0.40532956396413,-0.293684053421477,0
