"AMGR","AMMA","ANBO","PSRE","RAAU","RACA","TAGR"
0,0.93827160493888,0,1.08356353591159,0,0.830299797289528,1.35544512802481
0,0,0,1.00123873851629,0,0.973210573210246,0.842250415187265
0,0,0,0,0,0,0
0,0,0,0,0,0.485914085914185,3.70374216860992
0,0,0,0,0,0,0
0,0,0,0,0,0,0.792362217502707
0,0,0,0,0,0,0
